rtu_name,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_idle,scan_type_command,scan_type_init,tipo_evento
TRUJILLNUEV,145806,1396,747345,11536619,147178,6,18,1
AGUAYTIA_N,145653,0,110728,24472677,0,9,20,2
TRUJILLNUEV,145481,1476,745060,11208905,146941,4,12,1
INDEPE60,145435,159,737480,16226172,145554,37,3,1
PACHACHACA,145408,434,730170,2550694,145547,8,287,2
SANTUARIO,145024,1,755771,7238916,143556,3,26,1
INDEPE60,144828,163,726785,16418748,144974,14,3,1
SANTUARIO,144789,8,754680,7339244,143313,18,26,1
TRUJILLNUEV,144741,1346,739195,11493978,146079,5,3,1
SOCABAYA,144695,0,753849,3358348,143247,7,2,1
ICA,144661,132,732790,13217416,144740,36,17,1
TRUJILLNUEV,144602,1492,741420,11054323,146076,12,6,1
INDEPE60,144593,179,725785,16371439,144764,6,2,1
SANTUARIO,144592,0,753499,7213712,143125,3,30,1
CHIMBOTE1_N,144550,0,109190,8343199,0,27,2,1
TRUJILLNUEV,144241,1446,740965,11068414,145644,32,11,1
TRUJILLNUEV,144175,1437,739280,11375214,145588,8,16,1
SANTUARIO,143934,1,750246,7474112,142472,3,20,1
TRUJILLNUEV,143775,1398,738505,11495597,145127,40,6,1
TRUJILLNUEV,143711,1399,735360,11474859,145078,14,18,1
PACHACHACA,143540,402,720690,2684301,143658,5,279,1
INDEPE60,143188,176,720600,16553656,143332,23,9,1
TRUJILLNUEV,143103,1490,733585,11610959,144442,21,130,2
AGUAYTIA_N,143017,0,108762,26164120,0,5,22,2
SANTUARIO,142973,1,745540,8052721,141501,3,30,1
TRUJILLNUEV,142906,1456,731625,11314463,144355,5,2,1
CARHUAMAYO,142785,216,716295,6724754,142987,5,9,1
SANTUARIO,142679,1,743950,7695958,141214,3,24,1
TRUJILLNUEV,142521,1314,727850,11550127,143818,8,9,1
CVERDE,142511,2,712635,5771034,142509,2,2,1
SANTUARIO,142315,1,742269,7673810,140839,3,34,1
TRUJILLNUEV,142232,1702,729320,10362672,143566,19,349,2
SANTUARIO,142128,0,740934,8253026,140684,3,2,1
AGUAYTIA_N,142073,0,107768,26249440,0,10,10,1
INDEPE60,142067,326,714305,16393509,142073,14,306,2
TRUJILLNUEV,141893,1379,726360,10952381,143254,6,12,1
CVERDE,141876,56,709855,5165959,141909,3,20,2
INDEPE60,141808,136,714995,17253594,141806,25,113,2
INDEPE60,141740,205,717855,16549408,141895,39,11,1
TRUJILLNUEV,141473,2359,736800,11791016,143770,18,44,1
INDEPE60,141339,184,712665,16659919,141493,26,4,1
SANTUARIO,141249,1,736939,7827602,139773,3,34,1
CVERDE,141236,29,706420,5362448,141246,3,16,1
CVERDE,140884,3,704520,5758527,140882,3,2,1
SANTUARIO,140686,0,734090,7935154,139213,3,30,1
INDEPE60,140599,190,708665,17162111,140592,27,170,2
TRUJILLNUEV,140545,1511,726695,11635432,141987,45,24,1
SANTUARIO,140536,0,733274,8399807,139068,3,26,1
INDEPE60,140520,223,704810,16948669,140553,6,184,2
TRUJILLNUEV,140473,1742,720360,10504080,141839,6,370,2
SANTUARIO,140392,0,732620,8022538,138919,3,30,1
INDEPE60,140331,3,702405,18128990,140327,5,2,1
SANTUARIO,140323,0,732129,8523773,138861,3,20,1
SANTUARIO,140318,0,731925,8436383,138870,3,4,1
SANTUARIO,140218,3,733837,7978146,138752,10,22,1
TRUJILLNUEV,140052,1432,717755,12046190,141472,10,2,1
SANTUARIO,139982,2,730574,8287936,138513,3,30,1
SANTUARIO,139897,2,730025,8161593,138440,4,16,1
TINGOMARIA,139834,14,699410,5323258,139838,8,2,1
SANTUARIO,139655,2,728859,8171244,138191,3,24,1
SANTUARIO,139618,8,728770,8192488,138146,19,22,1
SANTUARIO,139580,0,728239,8454084,138131,3,6,1
TRUJILLNUEV,139567,3016,723475,11546144,142565,7,11,2
TINGOMARIA,139563,8,697995,5348526,139558,11,2,1
TINGOMARIA,139558,20,698065,5296791,139573,3,2,1
SANTUARIO,139543,2,728334,8142021,138077,3,26,1
CVERDE,139438,142,698260,5244234,139504,3,73,1
SANTUARIO,139436,1,727800,8139206,137969,3,26,1
TINGOMARIA,139374,18,697130,5342338,139387,3,2,1
SANTUARIO,139292,0,726820,8558076,137844,3,6,1
INDEPE60,139235,245,707410,16631061,139336,36,108,2
TINGOMARIA,139161,31,696175,5342264,139187,3,2,1
SANTUARIO,139124,2,726239,8194818,137653,7,26,1
SANTUARIO,139078,1,726021,8258120,137608,3,28,1
SANTUARIO,139008,0,725533,8705991,137546,3,20,1
TINGOMARIA,138932,24,695030,5371421,138932,22,2,1
CVERDE,138899,6,694660,5757663,138898,3,4,1
SANTUARIO,138899,0,724917,8639900,137443,3,16,1
SANTUARIO,138889,0,725013,8238565,137423,3,26,1
CHIMBOTE1_N,138865,0,104860,7463263,0,24,1,1
INDEPE60,138862,146,701140,17169382,138967,37,4,1
CVERDE,138758,8,693945,5563564,138761,3,2,1
TINGOMARIA,138687,48,693980,5338297,138730,3,2,1
SANTUARIO,138654,2,723920,7979009,137184,3,28,1
AZANGARO,138491,70,693400,1837954,138520,11,30,1
INDEPE60,138442,487,700220,14257497,138919,5,5,1
TRUJILLNUEV,138339,1537,714790,11579707,139831,40,5,1
SANTUARIO,138328,2,722121,8975188,136876,3,10,1
CVERDE,138287,2,691530,5417221,138284,3,2,1
SANTUARIO,138269,0,721763,8448454,136813,3,14,1
SANTUARIO,138267,0,721770,8458140,136813,3,12,1
SANTUARIO,138169,0,721140,8940399,136725,2,2,1
SANTUARIO,138119,0,721130,8615704,136656,3,20,1
TINGOMARIA,138091,65,691175,5330967,138151,3,2,1
SANTUARIO,138024,0,720734,8442546,136555,3,28,1
SANTUARIO,137989,0,720455,8667984,136527,3,18,1
INDEPE60,137906,161,693865,17337321,138044,19,4,1
CVERDE,137799,10,689170,5648138,137804,3,2,1
SANTUARIO,137770,0,719439,8425726,136301,3,26,1
SANTUARIO,137744,12,729120,8229837,136292,22,19,1
INDEPE60,137741,142,696880,17326837,137847,24,12,1
SANTUARIO,137669,72,719114,8115573,136220,7,87,1
SANTUARIO,137594,0,718526,8486724,136132,3,20,1
CVERDE,137543,15,687935,5799457,137553,3,2,1
TINGOMARIA,137517,82,688460,5348695,137592,5,2,1
TINGOMARIA,137491,66,688170,5375925,137552,3,2,1
SANTUARIO,137465,1,717874,8551147,136001,3,22,1
SANTUARIO,137458,1,717864,8173961,135993,3,24,1
INDEPE60,137436,267,693530,16843195,137562,38,103,2
SANTUARIO,137422,0,717620,8718923,135961,3,18,1
SANTUARIO,137318,2,717215,8228791,135852,3,26,1
SANTUARIO,137240,1,716582,8648707,135791,3,10,1
SANTUARIO,137202,0,716391,8831514,135753,3,6,1
SANTUARIO,137122,1,716094,8808461,135665,3,16,1
SANTUARIO,137108,0,716071,8573395,135647,3,18,1
SANTUARIO,137042,0,715645,8853130,135587,3,12,1
SANTUARIO,137028,18,715770,8474754,135574,3,31,1
SANTUARIO,137023,1,715679,8564498,135556,3,26,1
CVERDE,136902,125,685610,5516739,136921,31,75,2
SOCABAYA,136855,0,714960,3991262,135398,16,2,1
TINGOMARIA,136840,90,685130,5382615,136925,3,2,1
SANTUARIO,136734,0,713984,8725819,135287,3,4,1
SANTUARIO,136703,0,713855,9145723,135256,3,4,1
SANTUARIO,136646,0,713719,8651055,135187,3,18,1
CVERDE,136577,51,683270,5689225,136582,8,38,1
SANTUARIO,136552,1,713280,8691678,135094,3,18,1
SANTUARIO,136508,7,716329,8629807,135048,23,10,1
INDEPE60,136467,64,684660,18368773,136464,9,58,1
SANTUARIO,136453,1,712764,8742678,134993,3,18,1
SANTUARIO,136447,0,712720,8742196,134988,3,16,1
CVERDE,136337,1,681775,5714499,136333,3,2,1
SANTUARIO,136262,11,712071,8759385,134790,26,16,1
AGUAYTIA_N,136228,0,103584,25127829,0,4,21,1
TINGOMARIA,136189,150,682510,5322871,136334,3,2,1
SANTUARIO,136062,1,710810,8433233,134603,3,16,2
SANTUARIO,136036,0,710665,8780904,134578,3,16,1
SANTUARIO,136018,0,710575,8773400,134559,3,16,1
PIEDRAS BLAN,136017,1260,686795,2993633,136113,5,1159,1
SANTUARIO,136013,1,711922,8485530,134544,6,27,1
SANTUARIO,135998,8,718105,8155466,134536,17,24,1
CVERDE,135971,19,680105,5710823,135985,3,2,1
SANTUARIO,135890,2,709929,8817459,134436,3,14,1
SANTUARIO,135886,5,709953,8742684,134434,3,16,1
INDEPE60,135829,158,684815,17605339,135956,27,4,1
SANTUARIO,135780,0,709331,9071054,134326,3,10,1
SANTUARIO,135746,2,709194,8844157,134292,3,14,1
SANTUARIO,135728,7,709109,9006407,134285,3,8,1
TINGOMARIA,135652,44,678760,5310223,135690,4,2,1
AZANGARO,135647,98,679605,1800032,135666,5,74,1
SANTUARIO,135617,1,708586,8869886,134160,3,14,1
INDEPE60,135587,371,682120,16885003,135650,13,295,2
SANTUARIO,135550,0,708306,8475428,134087,3,20,1
CHIMBOTE1_N,135385,0,102212,7490659,0,22,1,1
INDEPE60,135369,169,685380,17526452,135505,29,4,1
INDEPE60,135348,240,681960,17214774,135566,16,6,1
SANTUARIO,135270,3,706874,8907326,133815,3,16,2
CARHUAMAYO,135218,185,678095,6364754,135398,3,2,1
SANTUARIO,135215,8,706656,8459255,133760,3,22,1
SANTUARIO,135106,0,705844,9286785,133660,3,4,1
AGUAYTIA_N,134894,0,102420,24729566,0,5,13,2
SANTUARIO,134887,11,705014,9092145,133436,13,8,1
TINGOMARIA,134879,205,676530,5320066,135076,6,2,1
CVERDE,134704,62,674215,5547787,134761,3,2,1
CVERDE,134483,7,672585,5693106,134484,4,2,1
SANTUARIO,134467,0,702795,9040546,133011,3,14,1
SANTUARIO,134439,0,702484,9127626,132995,3,2,1
SANTUARIO,134383,1,702271,9159808,132934,3,6,1
SANTUARIO,134343,0,702134,9156609,132890,3,12,1
CVERDE,134286,101,672470,5607274,134382,3,2,1
SANTUARIO,134271,0,701840,8718903,132812,3,16,1
SANTUARIO,134141,0,701165,8716806,132684,3,14,1
INDEPE60,134071,154,683290,17747332,134160,59,6,1
SANTUARIO,133983,0,700284,9194314,132533,3,8,1
SANTUARIO,133976,0,700298,8732559,132521,3,14,1
LA_BREA,133964,0,102634,3853249,0,12,69,1
SOCABAYA,133963,0,700189,4660172,132516,6,2,1
CHIMBOTE1_N,133924,0,100032,7340106,0,13,2,1
TRUJILLNUEV,133847,1771,689910,12529609,135368,14,236,2
SANTUARIO,133836,1,699514,9269966,132391,3,4,1
SANTUARIO,133782,0,699220,9377954,132337,3,2,1
INDEPE60,133645,124,676370,18373840,133635,36,98,2
SANTUARIO,133639,35,699206,8899679,132208,3,25,2
CVERDE,133556,0,667855,5351560,133551,3,2,1
AGUAYTIA_N,133316,2,101516,24318374,0,8,30,1
TINGOMARIA,133236,251,668780,5308629,133476,7,4,1
TINGOMARIA,133231,78,666965,5312882,133303,4,2,1
SANTUARIO,133221,33,696519,9331030,131796,3,19,1
SOCABAYA,133019,1,695521,4580276,131568,10,2,1
TINGOMARIA,132833,297,667125,5298731,133072,23,35,1
TINGOMARIA,132697,295,666435,5317768,132987,3,2,1
TINGOMARIA,132660,302,666130,5312243,132924,3,35,1
SANTUARIO,132392,314,692745,8115882,131007,3,312,1
SANTUARIO,132381,88,692630,8581358,130955,3,84,1
SANTUARIO,132329,8,692188,8920069,130876,3,18,2
ICA,132296,738,673610,10718022,132748,27,259,2
PARAGSHA2,132109,74,661400,2432267,132178,3,2,1
SOCABAYA_REP_N,131918,0,98282,3714267,0,3,2,1
PUCALLPA_N,131842,6,100728,24331291,0,68,4,1
TINGOMARIA,131695,326,661710,5332785,132014,3,4,1
SOCABAYA,131478,0,687684,4743563,130033,3,2,1
CVERDE,131259,341,658105,5311845,131266,4,330,1
AGUAYTIA_N,131019,0,99750,24178874,0,8,23,1
CVERDE,130677,84,654100,5559708,130753,3,5,1
SOCABAYA,130435,0,682469,4907911,128990,3,2,1
SOCABAYA_REP_N,130419,0,96904,3679187,0,3,1,1
CVERDE,130112,253,652525,5536299,130352,3,10,1
INDEPE60,130093,183,660855,18145077,130219,55,2,1
SOCABAYA,129965,0,680161,5005126,128519,3,2,1
INDEPE60,129689,250,655870,18161563,129726,31,182,2
SOCABAYA,129480,0,677836,5059561,128031,7,2,1
CVERDE,129318,2,646685,5355982,129315,3,2,1
CVERDE,128972,444,649215,5401627,129402,10,4,1
INDEPE60,128699,148,647340,18551706,128838,7,2,1
SOCABAYA,128502,4,672969,5299099,127049,15,2,1
SOCABAYA,127676,1,668815,5314441,126228,6,2,1
CVERDE,127579,400,641280,5472597,127970,5,4,1
INDEPE60,127343,236,648575,18168499,127533,40,6,1
SOCABAYA,127039,0,665540,5026553,125592,3,4,1
INDEPE60,126934,197,641520,18537422,127119,8,4,1
INDEPE60,126357,1382,645430,13149580,127286,10,443,2
SOCABAYA,125220,0,656394,5688383,123777,3,2,1
PUCALLPA_N,124734,7,94334,24941256,0,3,11,1
CVERDE,124347,579,627330,5060720,124921,3,2,1
PARAGSHA2,124179,107,622015,2290266,124275,5,6,1
INDEPE60,123831,479,622870,18043186,123895,5,410,2
CHIMBOTE1_N,123375,0,92806,5932944,0,11,2,1
SOCABAYA,123226,0,646424,6342574,121782,3,2,1
SOCABAYA,122718,0,644010,6152600,121269,7,2,1
SOCABAYA,122250,0,641490,6207983,120808,3,4,1
PARAGSHA2,121799,89,609920,2257638,121884,0,4,1
AZANGARO,121703,469,613365,1675863,122128,5,39,1
CVERDE,121632,998,617695,4990513,122619,8,3,1
HUACHO,120901,191,606880,6174573,121057,28,7,1
HUACHO,120383,294,605460,6165004,120605,69,3,1
SANNICOLAS,120306,3377,622165,1060317,123674,7,2,1
HUACHO,119415,168,599005,6302075,119579,2,2,1
HUACHO,119182,149,597690,6230467,119326,3,2,1
CARHUAMAYO,119143,281,598565,5709980,119407,4,13,1
SANNICOLAS,118848,3355,618660,1054522,122185,8,10,1
INDEPE60,118658,365,600380,17831781,119013,4,6,1
HUACHO,118592,171,595010,6490954,118751,8,4,1
HUACHO,118305,178,593645,6402236,118469,12,2,1
HUACHO,118260,217,594590,6411081,118393,82,2,1
HUACHO,118204,214,593555,6364323,118401,15,2,1
HUACHO,118093,184,592595,6392500,118272,3,2,1
SANTUARIO,118076,976,621917,7664434,116812,4,980,1
HUACHO,117901,177,591585,6316550,118073,3,2,1
HUACHO,117134,271,589515,6363235,117299,100,6,1
SANNICOLAS,117063,4553,613035,1085308,121602,8,6,1
HUACHO,117024,243,588100,6506272,117229,36,2,1
HUACHO,116958,155,586630,6645238,117106,3,4,1
HUACHO,116900,225,587255,6465483,117092,28,5,1
SOCABAYA_REP_N,116814,0,72766,3620266,0,24,16,2
HUACHO,116714,188,585815,6426390,116888,12,2,1
HUACHO,116520,235,585415,6556165,116731,17,7,1
HUACHO,116469,287,586445,6465596,116657,97,2,1
HUACHO,116467,170,584310,6618435,116632,3,2,1
PARAGSHA2,116137,119,581960,2167572,116247,3,6,1
PUCALLPA_N,116015,79,75848,20743060,0,3,105,1
HUACHO,115883,186,581530,6694689,116064,3,2,1
HUACHO,115759,161,580705,6514165,115915,3,2,1
INDEPE60,115658,173,586670,20151717,115785,36,10,1
HUACHO,115529,250,580940,6582973,115716,61,2,1
INDEPE60,115499,331,607565,19052039,115582,121,127,2
SANNICOLAS,115442,5544,607105,1116018,120972,5,9,1
HUACHO,115426,246,580795,6457977,115558,112,2,1
HUACHO,115400,672,582275,5360942,115554,21,497,1
INDEPE60,115383,985,584430,16764684,115425,8,935,2
HUACHO,115373,197,579285,6428961,115536,31,3,1
SANNICOLAS,115262,6044,606640,1135745,121302,2,2,1
HUACHO,115228,279,580255,6369103,115378,107,22,1
HUACHO,115213,236,578915,6537142,115404,43,2,1
HUACHO,114979,174,576995,6713470,115139,12,2,1
HUACHO,114933,213,577230,6522432,115122,22,2,1
SANNICOLAS,114868,6370,606395,1139845,121233,3,2,1
HUACHO,114686,155,575230,6559663,114836,3,2,1
HUACHO,114528,326,577375,6625444,114721,116,17,1
HUACHO,114460,218,574895,6683856,114659,15,4,1
HUACHO,114414,200,574355,6637531,114607,5,2,1
HUACHO,114115,168,572565,6572194,114277,3,3,1
HUACHO,114100,220,574080,6604439,114210,108,2,1
HUACHO,113532,594,572960,5932385,113731,18,377,2
CARHUAMAYO,113318,268,569400,5460660,113555,4,27,1
PAPUJUNE,113288,0,85286,3350178,0,1,11,1
CARHUAMAYO,113130,218,567950,5376188,113332,6,10,1
CARHUAMAYO,112784,231,566400,5234342,113006,3,6,1
CARHUAMAYO,112782,254,566540,5394691,113023,3,10,1
HUACHO,112582,205,565455,6724777,112762,20,5,1
PARAGSHA2,112452,126,563575,2210728,112566,3,9,1
CARHUAMAYO,112309,240,564040,5226365,112533,7,9,1
CARHUAMAYO,112270,257,563995,5363851,112505,3,19,1
CARHUAMAYO,112045,242,562705,5300813,112275,3,9,1
CARHUAMAYO,111693,228,560855,5174730,111897,4,20,1
CARHUAMAYO,111678,194,560405,5276130,111865,3,4,1
CARHUAMAYO,111477,211,559530,5243576,111677,4,7,1
CARHUAMAYO,111371,226,559260,5315258,111588,3,6,1
CARHUAMAYO,111153,244,558245,5328452,111382,3,12,1
CARHUAMAYO,111105,184,557415,5433690,111273,4,12,1
CARHUAMAYO,110547,290,555750,5263166,110810,3,24,1
CARHUAMAYO,109803,233,551470,5174797,110030,4,2,1
CHIMBOTE1_N,109773,0,82252,4663730,0,6,1,1
HUACHO,108677,334,547130,6707518,108985,20,6,1
AGUAYTIA_N,108409,4,83358,18202416,0,83,10,1
INDEPE60,106179,1200,550925,16508705,106934,65,380,2
PARAGSHA2,106097,215,532615,2149767,106276,3,33,1
HUACHO,104994,799,530715,6114000,105168,29,596,2
CHIMBOTE1_N,103986,0,76004,4327823,0,19,1,1
PUCALLPA_N,100801,106,62994,16549591,0,5,138,1
CHIMBOTE1_N,100327,1,74464,4320512,0,21,20,1
PARAGSHA2,99359,138,498230,2000223,99490,3,4,1
PARAGSHA2,98935,131,496060,1983655,99057,3,6,1
CHIMBOTE1_N,98297,2,73068,4094721,0,30,9,1
PAPUJUNE,97565,1,74018,3112163,0,1,50,1
MOLLENDO,96236,74,482360,157498,96305,3,2,1
MOLLENDO,95952,42,480235,157364,95989,3,2,1
MOLLENDO,94299,57,472350,157572,94351,3,2,1
PARAGSHA2,93876,209,471445,1870889,94067,3,15,1
MOLLENDO,93290,203,470085,159050,93488,3,2,1
PARAGSHA2,92258,255,464000,1878908,92485,9,19,1
PARAGSHA2,91986,175,461785,1946297,92130,4,27,1
PARAGSHA2,91662,197,460260,1898631,91843,3,13,1
PARAGSHA2,91571,152,459405,1912592,91717,3,3,1
PARAGSHA2,91317,132,457930,1895135,91438,3,8,1
MOLLENDO,91293,170,470725,167981,91392,69,2,1
PARAGSHA2,91287,257,459070,1882001,91517,2,25,1
PARAGSHA2,91268,203,458405,1892700,91455,3,13,1
PARAGSHA2,91122,183,457500,1892088,91292,3,10,1
PARAGSHA2,91063,248,457860,1855164,91288,3,20,1
PARAGSHA2,91034,143,456640,1852508,91163,3,11,1
MOLLENDO,90999,178,458550,94191,91172,3,2,1
MOLLENDO,90798,134,456625,95233,90926,3,3,1
PARAGSHA2,90777,179,455755,1876745,90928,3,25,1
PARAGSHA2,90643,156,454810,1907706,90786,3,10,1
MOLLENDO,90622,251,457810,150636,90867,4,2,1
PARAGSHA2,90570,196,454865,1948495,90749,5,12,1
PARAGSHA2,90552,121,454050,1924720,90664,3,6,1
PARAGSHA2,90500,290,455390,1805565,90777,4,9,1
PARAGSHA2,90475,202,454445,1912205,90660,3,14,1
PARAGSHA2,90388,151,453500,1887133,90524,3,12,1
MOQUEGUA_N,90267,0,68202,4377107,0,3,3,1
PARAGSHA2,90258,195,453230,1912503,90447,3,3,1
PARAGSHA2,90125,227,452850,1919471,90346,3,3,1
PARAGSHA2,90112,162,452215,1872682,90268,3,3,1
PARAGSHA2,90104,158,452280,1896050,90237,13,12,1
PARAGSHA2,90096,223,452870,1929624,90282,3,34,1
PARAGSHA2,90077,162,452065,1919738,90232,3,4,1
MOLLENDO,90060,200,454015,154035,90253,3,4,1
PARAGSHA2,90039,140,451695,1894529,90173,3,3,1
PARAGSHA2,89934,162,451430,1849913,90082,3,11,1
PARAGSHA2,89866,151,450910,1924081,89998,3,16,1
PARAGSHA2,89856,156,450895,1877149,90007,3,2,1
PARAGSHA2,89742,149,450280,1925000,89879,3,9,1
PARAGSHA2,89721,159,450200,1856033,89873,3,4,1
PARAGSHA2,89531,192,449425,1862866,89716,3,4,1
PARAGSHA2,89460,133,448770,1876032,89580,8,5,1
PARAGSHA2,89451,139,448715,1763996,89585,3,2,1
MOQUEGUA_N,89443,0,67520,4309390,0,3,8,1
MOLLENDO,89437,127,449770,92347,89559,3,2,1
PARAGSHA2,89424,191,449150,1861921,89610,3,2,1
MOQUEGUA_N,89392,1,67590,4344292,0,7,6,1
PARAGSHA2,89338,147,448280,1906180,89472,5,8,1
PARAGSHA2,89323,167,448295,1908308,89481,3,6,1
PARAGSHA2,89306,180,448405,1855654,89480,3,3,1
PARAGSHA2,89256,181,448235,1930114,89419,6,12,1
PARAGSHA2,89247,185,448115,1966350,89420,3,9,1
PARAGSHA2,89236,175,448065,1883694,89403,4,4,1
PARAGSHA2,89236,173,447980,1892352,89401,3,5,1
MOLLENDO,89201,230,452670,153278,89405,19,7,1
MOQUEGUA_N,89199,0,67366,4233064,0,3,1,1
MOLLENDO,89195,190,449765,92440,89380,3,2,1
PARAGSHA2,89160,122,447075,1837815,89276,3,3,1
PARAGSHA2,89145,150,447250,1857335,89289,3,3,1
PARAGSHA2,89141,221,448005,1890989,89332,3,27,1
PARAGSHA2,89137,195,447700,1876832,89321,3,8,1
PARAGSHA2,89036,208,447255,1854688,89234,3,7,1
PARAGSHA2,88986,163,446650,1905675,89142,3,4,1
PARAGSHA2,88974,165,446625,1856667,89125,3,11,1
PARAGSHA2,88954,174,446485,1907695,89123,3,2,1
PARAGSHA2,88922,183,446390,1859076,89092,3,10,1
PARAGSHA2,88895,173,446295,1906589,89053,3,12,1
PARAGSHA2,88891,151,446055,1898367,89035,3,4,1
PARAGSHA2,88854,188,446270,1843403,89032,3,7,1
PARAGSHA2,88810,145,445590,1867061,88948,3,4,1
PARAGSHA2,88791,153,445610,1848969,88933,3,8,1
PARAGSHA2,88708,202,445655,1903897,88894,3,13,1
PARAGSHA2,88598,171,444710,1866170,88763,3,3,1
PARAGSHA2,88469,163,444055,1894459,88626,3,3,1
PARAGSHA2,88409,202,444210,1872016,88594,3,14,1
MOQUEGUA_N,88398,0,66760,4111638,0,3,1,1
PARAGSHA2,88393,205,444060,1850746,88591,4,3,1
PARAGSHA2,88158,168,442525,1811025,88315,3,8,1
PARAGSHA2,88153,219,442865,1893079,88363,3,6,1
PARAGSHA2,88135,194,442710,1856904,88320,3,6,1
PARAGSHA2,88128,139,442100,1834713,88258,3,6,1
PARAGSHA2,88124,162,442335,1871957,88276,3,7,1
PARAGSHA2,88112,193,442570,1859339,88300,3,2,1
PARAGSHA2,87953,207,441840,1806847,88155,3,2,1
PARAGSHA2,87835,161,440940,1849018,87989,3,4,1
MOLLENDO,87782,328,445070,152350,88104,3,3,1
PARAGSHA2,87723,131,440015,1796619,87847,3,4,1
MOLLENDO,87687,257,443085,153195,87930,3,11,1
MOLLENDO,87643,199,441235,162578,87785,6,51,1
MOQUEGUA_N,87536,0,65348,4210899,0,2,6,1
PARAGSHA2,87376,188,438880,1889441,87552,6,6,1
MOLLENDO,87323,220,439920,161571,87500,8,35,1
MOLLENDO,87292,279,442040,92844,87557,3,11,1
MOLLENDO,87232,384,443385,151949,87609,3,4,1
MOLLENDO,87170,350,442470,150222,87508,3,9,1
PARAGSHA2,87083,201,437535,1838080,87279,3,2,1
MOLLENDO,86868,284,439590,150944,87145,3,4,1
MOLLENDO,86488,373,439500,158823,86854,3,4,1
MOLLENDO,86486,331,438635,151858,86812,3,2,1
MOLLENDO,86264,292,436755,149120,86551,3,2,1
MOLLENDO,86196,367,437900,148598,86558,3,2,1
MOLLENDO,85893,450,438075,153819,86332,5,6,1
MOLLENDO,85615,324,434555,90751,85930,3,6,1
MOLLENDO,85354,371,434100,89660,85718,3,4,1
MOLLENDO,85053,334,431885,89132,85381,3,3,1
MOLLENDO,84627,315,429390,88611,84937,3,2,1
AMARILIS,84578,0,64006,11750314,0,3,1,1
MOLLENDO,84282,384,429050,89470,84659,3,4,1
MOLLENDO,83794,482,428170,150951,84268,3,5,1
MOLLENDO,83751,438,427520,89287,84179,5,5,1
MOLLENDO,83501,559,428260,145769,84052,3,5,1
MOLLENDO,83205,532,426185,147604,83730,3,4,1
MOLLENDO,82755,521,423625,150763,83253,5,18,1
MOLLENDO,82499,472,421685,119624,82958,3,10,1
AMARILIS,82234,0,62222,10615039,0,4,2,1
MOLLENDO,82073,543,420680,150690,82605,3,8,1
MOLLENDO,81750,482,418245,86937,82223,3,6,1
MOLLENDO,81703,480,418030,87461,82170,3,10,1
MOLLENDO,81623,528,418150,145297,82139,3,9,1
MOQUEGUA_N,81482,0,61854,3146190,0,3,21,1
MOQUEGUA_N,81268,0,61434,3063132,0,3,3,1
MOQUEGUA_N,81231,0,61416,3051915,0,3,3,1
MOQUEGUA_N,81079,0,61336,3029491,0,3,5,1
MOLLENDO,81034,634,417325,145350,81659,3,6,1
MOLLENDO,80995,511,415100,87101,81495,3,8,1
MOQUEGUA_N,80983,0,61270,3035941,0,3,6,1
MOQUEGUA_N,80928,0,61258,3059980,0,3,7,1
MOQUEGUA_N,80860,0,61130,3030403,0,3,2,1
AMARILIS,80785,0,61126,10019877,0,3,1,1
MOQUEGUA_N,80726,0,61016,3020438,0,3,2,1
MOLLENDO,80723,522,413335,157532,81225,3,17,1
MOQUEGUA_N,80443,0,61112,3106012,0,11,12,1
MOQUEGUA_N,80435,0,60806,3022408,0,3,2,1
MOQUEGUA_N,80326,0,60952,3042961,0,3,17,1
AMARILIS,80245,0,60448,10026313,0,3,1,1
AMARILIS,80223,0,60182,9946267,0,3,2,1
MOLLENDO,79821,529,409120,151609,80329,6,15,1
AMARILIS,79496,0,60076,9491628,0,3,1,1
MOLLENDO,79302,561,407525,85261,79852,3,8,1
MOQUEGUA_N,79242,0,59990,2981177,0,3,8,1
MOLLENDO,79216,608,407630,155890,79801,6,17,1
MOQUEGUA_N,79215,0,60116,3052535,0,3,17,1
MOLLENDO,79149,635,407990,147258,79759,3,22,1
AMARILIS,79123,0,59644,9141508,0,3,1,1
MOLLENDO,79106,609,407420,86579,79687,3,25,1
MOLLENDO,78973,609,406040,148632,79541,3,38,1
AMARILIS,78792,0,59092,9519460,0,3,1,1
MOLLENDO,78788,569,405155,85312,79348,3,6,1
MOLLENDO,78467,623,404555,86999,79074,3,13,1
REPARTICION,78420,14,452801,6147328,75551,3,2,1
AMARILIS,78359,0,58642,9608923,0,3,1,1
AMARILIS,78253,0,58898,8965606,0,3,5,1
MOLLENDO,77960,650,402260,142444,78593,3,14,1
MOLLENDO,77782,626,401370,84765,78399,3,6,1
AMARILIS,77778,0,58516,9014212,0,3,1,1
PAPUJUNE,77721,0,58930,2457930,0,0,37,1
AMARILIS,77704,0,58342,9406529,0,3,1,1
MOQUEGUA_N,77657,0,58780,2960349,0,3,9,1
MOQUEGUA_N,77629,0,58872,3014088,0,3,19,1
MOLLENDO,77616,645,400685,85253,78250,3,8,1
MOLLENDO,77568,629,400305,84432,78188,3,6,1
REPARTICION,77565,83,448712,5634068,74753,3,17,1
AMARILIS,77469,0,58218,9070756,0,3,3,1
AMARILIS,77443,0,58030,8874642,0,3,1,1
REPARTICION,77057,165,445874,5599552,74272,12,99,1
