id_rtufecha,scans_good,scans_bad,bytes_transmited,bytes_recived,scan_type_init,enviados,fallidos,alarmas,duracion_int,tipo_evento
44204ZAPALLAL,231907,808,1166765,2204744,10,6,0,1,16,0
44204HUACHO,118351,175,593885,6412001,0,6,0,1,2,0
44228INDEPE_N,871878,0,654120,35430969,0,23,1,18,172,1
44204QUENCORO_N,1747685,1,1312446,49631662,2,2,0,0,0,0
44204LANINA_N,2561452,0,1922938,76033248,0,5,0,0,0,0
44276CARAPONGO,715920,0,537486,30382122,0,18,4,0,0,2
44277CARAPONGO,716707,0,538194,31595808,0,11,8,0,0,2
44251INDEPE_N,872389,0,654422,36890394,2,26,2,14,2102,1
44204GUADALUPE_N,1443035,0,1083630,40494353,0,4,0,0,0,0
44246INDEPE_N,873548,0,655308,36472569,3,12,1,1,80,1
44245INDEPE_N,874568,0,656102,37191388,5,18,1,11,327,1
44203SANJUAN_N,714986,0,538200,19773832,2,5,1,0,0,2
44204TALARA N,201889,0,152388,5493560,0,2,0,0,0,0
44254CHIMBOTENVA_N,718302,0,539618,19769297,1,8,6,0,0,2
44204INDEPE_N,657728,0,493398,27601649,0,25,0,1,8,0
44204LA_BREA,167853,0,127374,4802333,41,12,0,0,0,0
44221CHIMBOTENVA_N,720343,0,541030,20229006,0,6,4,0,0,2
44303LA_BREA,721100,0,541638,20801790,0,29,1,0,0,2
44204TRUJILLO_N,3298475,0,2475538,103583386,0,13,0,0,0,0
44208CHAVARRIA_N,873402,4,656510,24598783,0,7,3,1,6,1
44263TOCACHE_N,875096,3,658010,23973182,0,4,1,0,0,1
44205HUACHO,118204,214,593555,6364323,2,6,0,0,0,0
44205SOCABAYA_N,1543323,25,1161382,56785001,147,2,0,1,1,0
44288CHIMBOTENVA_N,722638,0,543040,19863224,0,17,11,0,0,2
44205OROYA_N,882175,0,662224,25790580,1,14,0,0,0,0
44205LANINA_N,2518034,0,1890360,75114112,1,5,0,0,0,0
44205JULIACA_N,154864,0,116996,5975748,1,3,0,0,0,0
44314CHIMBOTENVA_N,722616,0,543044,20051533,0,21,5,0,0,2
44205CARABAYLLO,250767,280,1256860,8218938,3,3,0,0,0,0
44205GUADALUPE_N,1432821,0,1076252,40143695,1,2,0,0,0,0
44201CHIMBOTENVA_N,725657,0,544988,20051147,0,3,3,0,0,2
44205TINGOM_ETS_N,424151,0,319180,31999514,1,1,0,0,0,0
44205PLANICIE,207253,271,1039095,6356862,2,6,0,0,0,0
44249INDEPE_N,877571,0,658260,36294382,0,24,2,10,69,1
44213CHIMBOTENVA_N,726206,0,545438,20084829,0,16,8,0,0,2
44205ZORRITOS_N,842243,0,633852,23478120,1,9,0,0,0,0
44205TALARA N,199220,0,150596,5427131,1,2,0,0,0,0
44205CARAPONGO,666078,0,499978,28872195,1,2,0,0,0,0
44241CARAPONGO,726676,0,545448,33524396,0,26,5,1,122,2
44207TOCACHE_N,879612,3,661212,24115790,0,5,5,2,324,1
44205LA_BREA,299822,0,225832,8485742,16,2,0,0,0,0
44333CHIMBOTENVA_N,729150,0,547944,20195521,1,7,1,1,21,2
44264CHAVARRIA_N,881106,6,662442,24983443,0,16,4,0,0,1
44205CHICLAYO_N,1664643,0,1249546,58428046,1,7,0,0,0,0
44252CHIMBOTENVA_N,731324,0,549444,20130549,1,8,6,0,0,2
44198SANJUAN_N,885121,0,665274,24604130,0,26,5,2,14,1
44258CHAVARRIA_N,884900,16,665316,24981917,0,9,2,0,0,1
44206CHILCA1,211094,31,1061295,6725792,0,4,0,0,0,0
44237TINGOMARIA,133231,78,666965,5312882,2,8,3,0,0,1
44206SOCABAYA_N,1902941,0,1428194,61992248,0,6,0,0,0,0
44268INDEPE_N,888818,0,667088,41975315,9,77,44,26,4461,1
44206HUAYUCACHI,274511,34,1372940,1574868,0,2,0,0,0,0
44206QUENCORO_N,1920065,0,1441680,54189244,0,1,0,4,258,0
44248CHIMBOTENVA_N,731661,0,549640,20220456,0,6,2,0,0,2
44206YARABAMBA,6030265,49,4528324,361258698,211,1,0,0,0,0
44246CHIMBOTENVA_N,734843,0,552016,20239309,0,6,4,0,0,2
44206HUANCAVEL_N,2359724,0,1770788,65522300,0,2,0,0,0,0
44206PUNO_N,371258,0,279606,12137415,0,1,0,0,0,0
44206JULIACA_N,157073,0,118668,5970331,0,1,0,0,0,0
44236CHIMBOTENVA_N,737042,0,553696,20339289,0,11,9,0,0,2
44220INDEPE_N,890599,0,668034,36971879,0,16,2,2,8,1
44206GUADALUPE_N,1437319,0,1079020,40138695,0,3,0,0,0,0
44272SANJUAN_N,888761,5,668730,24723137,10,63,1,1,76,1
44239CHIMBOTENVA_N,738451,0,554634,20308481,0,6,4,0,0,2
44229CHIMBOTENVA_N,739684,0,555640,20373591,1,3,1,0,0,2
44206TINGOM_ETS_N,425372,0,320068,33121205,0,1,0,0,0,0
44206SANJUAN_N,928199,0,697710,25756111,0,2,0,1,2,0
44263INDEPE_N,892873,0,669998,36974038,11,37,13,8,3696,1
44206ZORRITOS_N,879699,0,661824,24505779,0,8,0,0,0,0
44234CHIMBOTENVA_N,740511,0,556238,20551167,2,3,3,0,0,2
44206TALARA N,200790,0,151822,5471461,0,4,0,0,0,0
44206CARAPONGO,700091,0,525536,30302490,0,10,0,0,0,0
44252TOCACHE_N,891466,29,670744,24472479,24,3,3,3,630,1
44220CHIMBOTENVA_N,741062,0,556652,20593083,0,4,4,0,0,2
44206LA_BREA,301944,0,227446,8605505,21,2,0,0,0,0
44206ABANCAY,1710696,0,1283976,47490300,0,1,0,0,0,0
44231CHIMBOTENVA_N,741798,0,557184,20400735,0,4,2,0,0,2
44253CHIMBOTENVA_N,742664,0,557900,20465762,0,4,2,1,4,2
44254TOCACHE_N,892238,7,670902,24491549,12,2,1,6,3325,1
44321CHAVARRIA_N,892705,3,671082,25413619,4,25,8,1,6,1
44207POMACO,214791,32,1074310,8940725,3,2,0,0,0,0
44207CVERDE,134310,30,671895,5790661,0,1,1,0,0,1
44239ICA,132296,738,673610,10718022,259,3,3,5,1414,1
44199CHAVARRIA_N,896507,1,673782,25640538,4,5,1,1,6,1
44207ZAPALLAL,235395,725,1181130,2533974,0,3,0,1,18,0
44243CHAVARRIA_N,898468,3,675236,25462154,0,5,1,0,0,1
44207HUACHO,114979,174,576995,6713470,2,3,0,0,0,0
44207VENTANILLA,197264,220,988780,7293143,0,4,0,1,14,0
44207SOCABAYA_N,1880296,0,1411242,61215395,0,6,0,0,0,0
44273CVERDE,134965,65,675385,5582882,0,4,3,0,0,1
44207QUENCORO_N,1928841,7,1448516,55157096,4,1,0,0,0,0
44207LANINA_N,2303272,0,1729496,68015367,0,5,0,0,0,0
44207YARABAMBA,4057925,0,3044542,211731567,0,1,0,0,0,0
44207HUANCAVEL_N,2323894,0,1743918,64556645,0,2,0,0,0,0
44244CHIMBOTENVA_N,747298,0,561342,20592460,0,7,5,1,18,2
44207CARABAYLLO,251295,311,1263530,8105032,0,32,0,0,0,0
44207GUADALUPE_N,1542862,0,1158626,43010300,0,3,0,0,0,0
44267CVERDE,135664,3,678400,5665943,0,4,4,0,0,1
44209CVERDE,135781,12,679070,5806067,0,2,1,0,0,1
44295POROMA,746965,0,561578,20718409,2,12,8,0,0,2
44207PLANICIE,204461,260,1024955,6750238,0,4,0,0,0,0
44207SANJUAN_N,945946,1,711334,26236778,3,8,0,1,2,0
44298TRUJILLNUEV,132260,1492,679540,12991317,0,2,2,0,0,1
44207ZORRITOS_N,817612,0,615242,22744258,0,18,0,0,0,0
44207CARAPONGO,720151,0,540676,29037870,0,8,0,0,0,0
44223CHIMBOTENVA_N,751575,0,564438,20806098,0,6,4,0,0,2
44207INDEPE_N,775164,0,581586,31914204,0,20,0,0,0,0
44207CHAVARRIA_N,946322,0,711146,26910154,8,4,0,0,0,0
44207COMBAPATA_N,4058487,0,3044626,140535738,1,2,0,0,0,0
44249CHIMBOTENVA_N,753342,0,565878,20795253,0,5,3,0,0,2
44207CHICLAYO_N,2304075,0,1729020,84537121,0,7,0,0,0,0
44207TRUJILLO_N,3212378,10,2411738,105949542,2,5,0,0,0,0
44235INDEPE_N,905944,0,679542,37990682,0,30,2,14,54,1
44248TINGOMARIA,135632,193,680105,5316575,0,16,1,0,0,1
44224CHAVARRIA_N,908107,4,682534,25465784,0,8,2,1,6,1
44208VENTANILLA,200771,290,1007075,6639638,3,4,0,0,0,0
44238TOCACHE_N,908852,2,683412,25057208,0,9,9,1,292,1
44208LANINA_N,2482890,4,1864294,73512533,9,9,0,0,0,0
44208YARABAMBA,4011723,0,3009880,206938590,0,2,0,0,0,0
44283TOCACHE_N,913144,2,686600,25153802,0,4,4,0,0,1
44208HUANCAVEL_N,1565311,0,1174964,43180322,0,1,0,0,0,0
44225CHIMBOTENVA_N,753930,0,566488,20970378,9,6,2,0,0,2
44239TOCACHE_N,913792,14,687460,25183197,4,6,4,0,0,1
44208CARABAYLLO,249018,342,1249815,8239228,0,10,0,0,0,0
44208GUADALUPE_N,1410300,0,1059418,39301120,0,2,0,5,70,0
44200TRUJILLNUEV,133847,1771,689910,12529609,236,3,3,0,0,1
44326CHAVARRIA_N,753896,2,566584,21593077,0,9,1,0,0,2
44208TINGOM_ETS_N,425218,0,319956,31910329,0,2,0,0,0,0
44208SANJUAN_N,647374,0,487462,17916974,2,6,0,0,0,0
44316ICA,138144,128,693290,14001237,0,36,10,4,458,1
44208ZORRITOS_N,842341,0,633990,23483356,0,23,0,0,0,0
44208TALARA N,197396,0,149004,5374219,0,1,0,0,0,0
44208CARAPONGO,698584,0,524444,28753315,0,1,0,0,0,0
44319CHIMBOTENVA_N,755479,0,567366,20915291,0,10,1,0,0,2
44237CHIMBOTENVA_N,761154,0,571848,20966647,1,8,6,0,0,2
44208LA_BREA,277245,0,208582,7861660,14,8,0,0,0,0
44269CHAVARRIA_N,923454,0,693802,26337330,0,11,3,1,6,1
44217CHIMBOTENVA_N,762651,0,572776,21160865,0,11,9,0,0,2
44200INDEPE_N,766182,0,574722,31751637,0,26,2,0,0,2
44208CHICLAYO_N,1551923,0,1165096,54034705,0,3,0,0,0,0
44208TRUJILLO_N,3144254,11,2360402,96151675,0,4,0,0,0,0
44278CHAVARRIA_N,927591,2,696736,26266022,0,33,11,0,0,1
44287CVERDE,139983,4,700000,5855446,0,7,2,0,0,1
44289SANTUARIO,134021,0,700594,8742063,18,5,5,6,12,1
44220CHAVARRIA_N,932995,0,700656,26579321,0,9,3,1,6,1
44280SANTUARIO,134439,0,702484,9127626,2,1,1,5,22,1
44209VENTANILLA,201923,279,1012755,6536417,0,2,0,0,0,0
44306ZORRITOS_N,941117,0,707828,26144321,0,24,3,2,957,1
44319HUACHO,114808,164,575995,6521290,0,3,2,0,0,2
44209LANINA_N,2575980,0,1933942,76185939,0,1,0,0,0,0
44275POROMA,766427,0,576324,21358008,1,6,4,0,0,2
44209CARABAYLLO,242579,327,1216710,8872795,0,16,0,0,0,0
44209GUADALUPE_N,1393988,4,1047868,38891005,24,4,0,0,0,0
44321HUACHO,114833,197,576475,6463079,0,6,1,0,0,2
44325CHIMBOTENVA_N,770743,0,579066,21350090,2,33,16,2,214,2
44209TINGOM_ETS_N,426385,0,320810,32004551,0,2,0,0,0,0
44209SANJUAN_N,671618,0,505482,18709585,0,6,0,0,0,0
44312TRUJILLNUEV,136403,3061,708280,13111404,0,4,2,0,0,1
44209ZORRITOS_N,833372,4,627426,23177129,0,22,0,0,0,0
44209TALARA N,197864,0,149588,5394227,0,3,0,0,0,0
44209CARAPONGO,672952,0,505150,29217733,0,12,0,0,0,0
44209CHIMBOTENVA_N,684094,0,513874,18856486,0,2,0,0,0,0
44249POROMA,770958,0,579480,21472698,0,8,6,0,0,2
44220SANTUARIO,135550,0,708306,8475428,20,3,3,10,32,1
44209CHAVARRIA_N,877267,2,659244,24979809,2,4,0,0,0,0
44209COMBAPATA_N,3701704,0,2777282,122055712,3,1,0,0,0,0
44214CHIMBOTENVA_N,771792,0,579802,21381908,0,4,2,0,0,2
44209TRUJILLO_N,3259176,0,2446204,100822093,0,4,0,0,0,0
44297POROMA,777444,0,584364,21675414,0,24,16,0,0,2
44216TRUJILLNUEV,138528,1433,708830,11715522,0,32,12,0,0,1
44199TRUJILLNUEV,137605,2263,709175,12262070,0,3,3,0,0,1
44210HUACHO,115444,205,579665,6408200,0,8,0,1,2,0
44210VENTANILLA,200902,256,1007400,6707230,0,2,0,0,0,0
44246TRUJILLNUEV,138597,1428,709630,11660419,0,4,4,0,0,1
44210HUAYUCACHI,275437,29,1377615,1517169,0,2,0,2,8,0
44210HUANCAVEL_N,1340371,0,1006254,36855416,0,2,0,0,0,0
44210JULIACA_N,154732,0,116862,5890168,0,1,0,0,0,0
44294TRUJILLNUEV,138616,1435,710205,11657647,0,6,6,0,0,1
44239CHAVARRIA_N,948131,0,712286,27133798,0,15,6,1,6,1
44210GUADALUPE_N,1234219,0,927234,34174888,2,2,0,0,0,0
44235CHIMBOTENVA_N,778573,0,584770,21536529,0,13,11,0,0,2
44310CVERDE,142447,7,712345,5193118,0,7,3,0,0,1
44240INDEPE_N,784239,0,588258,33212514,0,25,5,0,0,2
44275CVERDE,142511,2,712635,5771034,2,1,1,0,0,1
44210SANJUAN_N,681437,0,512964,18961719,0,2,0,0,0,0
44293TRUJILLNUEV,139337,1439,714145,11381580,4,9,8,0,0,1
44210ZORRITOS_N,862297,0,648892,23976514,0,16,0,0,0,0
44210TALARA N,220429,5,166748,6009755,0,2,0,0,0,0
44210CARAPONGO,655517,0,492234,27557395,0,10,0,1,3,0
44217TRUJILLNUEV,138339,1537,714790,11579707,5,38,14,0,0,1
44308ZORRITOS_N,952575,0,716684,26556840,3,37,4,6,95,1
44210CHAVARRIA_N,889426,3,668422,25273458,0,4,0,0,0,0
44241CHIMBOTENVA_N,784588,0,589356,21634655,0,5,5,0,0,2
44210TRUJILLO_N,3360107,0,2521966,104932114,0,2,0,0,0,0
44210COTARUSE_N,1632333,0,1225206,52337985,0,1,0,0,0,0
44211CHILCA1,215629,26,1078580,6206444,2,2,0,0,0,0
44203ICA,143009,98,716830,13913638,0,30,26,0,0,1
44211VENTANILLA,198507,303,995970,6708112,2,2,0,0,0,0
44211HUAYUCACHI,271819,79,1360050,1499126,6,2,0,1,606,0
44211LANINA_N,2568145,0,1927954,75841390,1,4,0,0,0,0
44211YARABAMBA,3928281,0,2947354,199780529,1,1,0,0,0,0
44216INDEPE_N,788030,0,591108,32409464,0,38,1,0,0,2
44211JULIACA_N,157395,0,118932,6095975,2,2,0,0,0,0
44300TRUJILLNUEV,140170,1444,717570,11766744,2,5,2,0,0,1
44211CARABAYLLO,244655,306,1233495,8603293,2,32,0,0,0,0
44211GUADALUPE_N,1273840,0,956662,35352151,3,2,0,0,0,0
44256TRUJILLNUEV,140052,1432,717755,12046190,2,3,3,0,0,1
44275SOCABAYA_REP_N,795265,0,597230,22668282,3,9,2,0,0,2
44211SANJUAN_N,670884,0,504984,18706403,1,2,0,0,0,0
44302CHAVARRIA_N,954050,8,717938,26927885,14,6,3,1,6,1
44211ZORRITOS_N,839109,0,631628,23323241,1,21,0,0,0,0
44211TALARA N,204962,0,154892,5583830,1,9,0,0,0,0
44211CARAPONGO,659703,0,495380,27810240,1,12,0,0,0,0
44207CHIMBOTENVA_N,798340,0,599832,22196892,1,11,9,0,0,2
44263TRUJILLNUEV,140434,1431,718695,12278742,0,2,2,0,0,1
44336HUACHO,119682,213,600935,6254394,0,40,2,0,0,2
44211CHAVARRIA_N,884494,2,664620,25233034,1,2,0,0,0,0
44211PARAMONGA_N,2088437,0,1568056,63135626,1,2,0,0,0,0
44211TRUJILLO_N,3294656,0,2472882,104483989,1,2,0,0,0,0
44203TRUJILLNUEV,140473,1742,720360,10504080,370,6,6,0,0,1
44212AYAVIRI,48400,16,242220,4521275,0,1,0,0,0,0
44309SANTUARIO,138099,0,721080,8382449,24,7,5,2,4,1
44249SANTUARIO,138269,0,721763,8448454,14,3,3,9,26,1
44295TRUJILLNUEV,141988,1350,725360,11473437,0,6,6,0,0,1
44212HUAYUCACHI,273465,58,1367915,1481277,28,2,0,0,0,0
44212QUENCORO_N,1746961,1,1311908,49330615,2,2,0,0,0,0
44212LANINA_N,2566197,0,1926436,76135200,0,6,0,0,0,0
44212HUANCAVEL_N,1368840,0,1027640,37634123,0,2,0,0,0,0
44212JULIACA_N,155815,0,117694,5939435,0,1,0,0,0,0
44329CHAVARRIA_N,802557,3,602906,22772351,0,30,10,0,0,2
44212CARABAYLLO,245114,345,1230680,8534569,0,32,0,0,0,0
44212GUADALUPE_N,1467746,0,1102236,40805556,0,2,0,0,0,0
44242CHIMBOTENVA_N,805734,0,605126,22242449,0,2,2,0,0,2
44326TOCACHE_N,815760,0,613380,22272442,0,1,1,0,0,2
44277TRUJILLNUEV,141676,1469,725680,11709821,0,5,5,0,0,1
44212ZORRITOS_N,777330,0,585246,21593294,0,3,0,0,0,0
44212TALARA N,200951,0,152028,5474357,0,4,0,0,0,0
44212CARAPONGO,669869,0,503004,26830720,0,10,0,0,0,0
44215TRUJILLNUEV,141893,1379,726360,10952381,12,3,3,0,0,1
44212INDEPE_N,328602,0,246562,14399956,1,56,0,11,110,0
44221LA_BREA,817580,0,614338,23750394,9,41,16,0,0,2
44253INDEPE_N,819746,0,614910,34720333,0,25,4,33,15049,2
44202TRUJILLNUEV,142034,1363,726660,11242097,0,3,3,0,0,1
44212COTARUSE_N,1608688,1,1207258,52014172,0,14,0,0,0,0
44236INDEPE_N,822946,0,617298,34428254,0,16,2,20,37431,2
44213AZANGARO,210479,62,1053205,2222166,0,1,0,0,0,0
44237TRUJILLNUEV,140545,1511,726695,11635432,24,21,12,0,0,1
44248TRUJILLNUEV,142521,1314,727850,11550127,9,16,3,0,0,1
44213VENTANILLA,197630,279,991230,6958998,0,2,0,0,0,0
44247TRUJILLNUEV,142463,1333,728215,11336959,0,6,6,0,0,1
44213HUAYUCACHI,274828,24,1374555,1610434,0,2,0,0,0,0
44213QUENCORO_N,1818017,0,1365090,51451284,1,6,0,0,0,0
44213LANINA_N,2546993,0,1912098,75288968,0,2,0,0,0,0
44254INDEPE_N,828254,0,621366,35282489,3,18,1,0,0,2
44213PUNO_N,360765,0,271770,11798635,0,1,0,0,0,0
44213JULIACA_N,157754,0,119242,5988171,0,5,0,0,0,0
44213CARABAYLLO,242094,343,1215715,8799703,0,16,0,0,0,0
44213GUADALUPE_N,1449090,0,1088116,40486402,0,4,0,0,0,0
44234INDEPE_N,972235,0,729258,41353012,0,7,1,3,12,1
44206TOCACHE_N,827173,0,621792,22659990,0,3,2,0,0,2
44304TOCACHE_N,827479,0,622212,22616758,0,2,2,0,0,2
44287TRUJILLNUEV,142232,1702,729320,10362672,349,17,4,1,198,1
44213SANJUAN_N,810316,3,609850,22567618,8,1,0,0,0,0
44283CHAVARRIA_N,970904,0,729656,27523116,0,4,2,1,5,1
44213ZORRITOS_N,770178,0,579660,21422527,0,7,0,0,0,0
44213TALARA N,200190,0,151190,5447445,0,5,0,0,0,0
44213CARAPONGO,740441,0,555952,30482618,0,10,0,0,0,0
44321TOCACHE_N,833031,0,626112,22778257,0,1,1,0,0,2
44303CHAVARRIA_N,971347,1,729822,27421931,0,10,4,1,6,1
44213LA_BREA,340757,0,256862,9836718,35,8,0,0,0,0
44213CHAVARRIA_N,927080,0,696374,26331360,0,2,0,0,0,0
44228CHIMBOTENVA_N,833845,0,626166,23110863,0,1,1,0,0,2
44311SANJUAN_N,850918,0,639906,23874927,0,12,2,0,0,2
44213CHICLAYO_N,1589114,0,1194324,55956631,0,6,0,0,0,0
44213TRUJILLO_N,3176433,0,2384636,99138007,7,2,0,0,0,0
44214AZANGARO,211411,20,1057345,2321644,0,2,0,0,0,0
44214AYAVIRI,46695,8,233635,4651330,0,1,0,0,0,0
44207TRUJILLNUEV,142495,1414,730825,11832527,0,8,8,0,0,1
44214VENTANILLA,199249,334,999860,6503282,0,2,0,0,0,0
44334ZORRITOS_N,853574,0,642364,23722392,1,22,7,0,0,2
44214QUENCORO_N,1770356,0,1329480,49897155,0,2,0,0,0,0
44214LANINA_N,2622370,0,1968632,77784722,0,3,0,0,0,0
44326ZORRITOS_N,854336,0,642670,23770028,0,20,2,0,0,2
44206INDEPE_N,860547,0,645498,37078131,0,26,3,1,36,2
44227INDEPE_N,861231,0,646014,35647062,0,35,3,7,48,2
44214CARABAYLLO,239343,327,1201190,9185508,0,16,0,3,30,0
44214GUADALUPE_N,1491821,0,1120190,41526947,0,3,0,0,0,0
44304CHAVARRIA_N,973064,3,731330,27559504,1,11,2,0,0,1
44305LA_BREA,864764,0,649326,25625448,0,18,3,1,12,2
44234TOCACHE_N,864572,0,650382,23866072,0,3,3,0,0,2
44214TINGOM_ETS_N,432445,2,325454,32728651,2,1,0,0,0,0
44252TRUJILLNUEV,142906,1456,731625,11314463,2,6,6,0,0,1
44214SANJUAN_N,891651,0,670192,24793642,0,1,0,0,0,0
44333ZORRITOS_N,973517,0,732110,27086510,1,12,1,1,21,1
44214ZORRITOS_N,792491,0,596398,22041796,0,9,0,0,0,0
44214TALARA N,201253,0,152254,5493283,4,3,0,0,0,0
44214CARAPONGO,784561,0,589018,33850072,0,9,0,2,31791,0
44226CVERDE,131217,0,656130,5246382,0,1,1,0,0,2
44235TRUJILLNUEV,142416,1564,732740,11523333,0,34,11,0,0,1
44214LA_BREA,231102,0,174430,6735815,27,8,0,0,0,0
44201TRUJILLNUEV,143451,1324,733840,11644438,0,4,3,0,0,1
44244INDEPE_N,885619,0,664296,37055683,0,20,4,15,37141,2
44204ZORRITOS_N,885419,0,666212,24644289,0,20,4,0,0,2
44248INDEPE_N,889975,0,667600,37756599,1,38,19,0,0,2
44214TRUJILLO_N,2917181,0,2189756,99485460,0,4,0,0,0,0
44215AYAVIRI,43720,52,220935,4693260,37,1,0,0,0,0
44253TRUJILLNUEV,143636,1406,734300,11590059,0,2,2,0,0,1
44249TRUJILLNUEV,143659,1358,734505,11025657,0,2,2,0,0,1
44213TRUJILLNUEV,143468,1506,734690,11026587,0,30,8,1,102,1
44220TRUJILLNUEV,143711,1399,735360,11474859,18,4,3,0,0,1
44215HUAYUCACHI,275616,2,1378220,1662934,2,2,0,0,0,0
44215LANINA_N,2555161,0,1918000,76375278,1,2,0,0,0,0
44215PUNO_N,338659,2,255366,11213691,1,1,0,0,0,0
44292TRUJILLNUEV,143943,1417,736420,11275142,0,5,5,0,0,1
44215CARABAYLLO,240864,358,1209570,8717912,9,4,0,0,0,0
44215GUADALUPE_N,1448272,0,1087426,40375084,1,7,0,1,2,0
44310SANJUAN_N,891892,0,670420,24917070,0,9,5,0,0,2
44215TINGOM_ETS_N,427423,0,321626,32303081,1,3,0,0,0,0
44215SANJUAN_N,868917,0,653246,24207537,1,2,0,0,0,0
44313TRUJILLNUEV,142483,3004,737040,11843207,0,8,3,0,0,1
44215ZORRITOS_N,831483,0,625618,23248022,1,10,0,0,0,0
44215TALARA N,196655,0,148792,5364941,1,6,0,0,0,0
44215CARAPONGO,689178,0,517444,29158941,2,13,0,0,0,0
44315TOCACHE_N,904571,0,679612,24782360,1,3,2,0,0,2
44315CVERDE,136038,8,680375,5386543,2,7,7,0,0,2
44215CHAVARRIA_N,884919,1,664902,25269205,4,4,0,0,0,0
44238INDEPE_N,912543,0,684480,38459350,0,32,2,17,5302,2
44310DESIERTO,147352,150,737570,4716398,0,6,1,0,0,1
44316POROMA,913001,0,685842,25424097,0,7,3,0,0,2
44215TRUJILLO_N,3271596,0,2455274,100387498,1,8,0,0,0,0
44215COTARUSE_N,1622987,0,1217854,52490590,1,1,0,0,0,0
44216AZANGARO,207518,43,1038060,2307070,0,2,0,0,0,0
44236TRUJILLNUEV,143775,1398,738505,11495597,6,32,9,0,0,1
44304TRUJILLNUEV,144712,1352,738830,11382604,0,2,2,0,0,1
44206ICA,147298,98,739040,14432973,2,6,6,0,0,1
44216QUENCORO_N,1953452,0,1466712,55573780,0,1,0,0,0,0
44216LANINA_N,2597346,0,1949564,78013312,0,2,0,0,0,0
44332TINGOMARIA,138403,25,692295,5436785,0,29,7,0,0,2
44216CARABAYLLO,237369,309,1190210,9087465,0,34,0,0,0,0
44216GUADALUPE_N,1485848,0,1115686,41534022,1,1,0,0,0,0
44314CHAVARRIA_N,921945,0,692694,26336954,0,10,3,2,39993,2
44216TINGOM_ETS_N,415756,0,312870,31069306,0,1,0,0,0,0
44216SANJUAN_N,892299,0,671060,24814576,0,26,0,0,0,0
44221TRUJILLNUEV,144175,1437,739280,11375214,16,4,4,0,0,1
44216ZORRITOS_N,898806,0,675970,25150526,0,11,0,0,0,0
44216TALARA N,204010,0,154200,5554968,0,3,0,0,0,0
44216CARAPONGO,736297,0,552844,33986599,0,7,0,0,0,0
44307TRUJILLNUEV,143028,2659,739620,11378770,2,3,1,0,0,1
44262CHAVARRIA_N,923028,0,693926,26309452,6,10,2,0,0,2
44216LA_BREA,377456,0,284094,11448107,24,25,0,0,0,0
44279SOCABAYA_REP_N,926134,0,695518,26356081,0,9,2,0,0,2
44260CHAVARRIA_N,926905,0,696392,26335348,1,43,16,0,0,2
44314ZORRITOS_N,930915,0,700102,25809010,0,28,10,0,0,2
44230TRUJILLNUEV,144891,1441,741415,11856668,0,3,3,0,0,1
44216COTARUSE_N,1627895,0,1221668,52565326,0,1,0,0,0,0
44269SANJUAN_N,938686,0,705764,26000888,0,60,1,0,0,2
44217TINGOMARIA,134015,24,670360,5321300,0,6,0,0,0,0
44206TRUJILLNUEV,144602,1492,741420,11054323,6,13,3,0,0,1
44217HUACHO,115693,233,581420,6618010,0,6,0,0,0,0
44271TRUJILLNUEV,145251,1377,741740,11455809,0,5,5,0,0,1
44217HUAYUCACHI,269752,85,1349700,1727387,0,2,0,1,3,0
44217QUENCORO_N,1950643,0,1464736,55227308,0,2,0,0,0,0
44217LANINA_N,2599923,0,1951418,78012737,0,11,0,0,0,0
44321ICA,141222,139,708905,13190220,0,41,2,0,0,2
44300CHAVARRIA_N,958014,0,720074,27051204,6,13,8,4,24,2
44217CARABAYLLO,238872,311,1198970,8960295,0,16,0,0,0,0
44217GUADALUPE_N,1525353,0,1145338,42546527,0,3,0,0,0,0
44250TRUJILLNUEV,145291,1358,742160,10615494,0,2,2,0,0,1
44242INDEPE_N,988172,0,742164,41706378,8,32,2,8,186,1
44328ZORRITOS_N,961362,0,723354,26926440,0,8,2,0,0,2
44217TINGOM_ETS_N,423183,0,318412,31678985,0,2,0,0,0,0
44217SANJUAN_N,897529,0,675024,24977406,0,30,0,0,0,0
44234TRUJILLNUEV,144231,1543,742360,11123573,0,35,15,0,0,1
44217ZORRITOS_N,907095,2,682316,25428485,1,14,0,0,0,0
44217TALARA N,206330,0,155928,5621399,0,5,0,0,0,0
44217CARAPONGO,736745,0,553096,33608245,0,6,0,1,124,0
44278SOCABAYA_REP_N,974768,0,731844,28176299,0,7,1,0,0,2
44278TRUJILLNUEV,145272,1399,743105,11286026,0,1,1,0,0,1
44217REQUE,1826574,0,1370786,56257518,0,2,0,0,0,0
44217AMARILIS,78253,0,58898,8965606,5,6,0,0,0,0
44223TRUJILLNUEV,143103,1490,733585,11610959,130,17,7,1,14,2
44306TRUJILLNUEV,141473,2359,736800,11791016,44,8,1,0,0,2
44301CHAVARRIA_N,979743,8,737404,27682779,11,21,7,2,15,2
44242DESIERTO,148466,183,743300,4970786,0,6,2,0,0,1
44218AYAVIRI,44267,49,224075,4609727,53,3,0,0,0,0
44218SANROS_N,1639573,0,1230630,47595273,0,2,0,14,7642,0
44218TINGOMARIA,135225,26,676580,5237430,0,6,0,0,0,0
44332TRUJILLNUEV,142651,4129,743440,11835268,0,16,1,1,16,1
