Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22302046,STATUS_COMP,,,,,,,,,,,,,,,,,,,,,,,XL15_STATUS,,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301067,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Desierto,220_B,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300080,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,ATR2_STATUS,,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299115,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2244_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301126,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Orcotuna,220_B,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300065,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T32-261_STATUS,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299132,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2291_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299017,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-1038_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301091,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Huanuco,24_B,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299105,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2234_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299058,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2095_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299010,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-1022_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299111,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2240_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300015,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T93-261_STATUS,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299116,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2245_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299007,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-1012_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301180,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Talara,220_B,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301095,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Huayucachi,60_A,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301207,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Yarabamba,220_B,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299088,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2212_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301134,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Paramonga,Nueva,66_A,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299015,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-1029_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299078,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2202_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301158,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Repartición,138_A,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300022,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T46-162_STATUS,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301057,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Cotaruse,220_A1,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301146,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Poroma,500_A,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299126,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2258_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301156,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Quencoro,138_B,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300072,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T47-131_STATUS,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300075,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T22-61_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301122,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Mollepata,220_A,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299081,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2205_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299039,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2011_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301116,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,La,Niña,500_B,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300077,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T40-13_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299137,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2701_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301069,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Desierto,60_LT2,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301064,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Cotaruse,220_B4,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299083,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2207_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22299110,STATUS_LINEAS,,,,,,,,,,,,,,,,,,,,,L-2239_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301184,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Tingo,Maria,22.9_A,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22301179,STATUS_BARRAS,,,,,,,,,,,,,,,,,,,,,Talara,220_A,,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/21,17:03:22,rep1sca01,osi_alarm_check[2750]:,rep1sca01,,,OSI_SYSTEM,,,,,,AUTO-ACK:RTN,,,,01/16/21,17:03:22,,,22300044,STATUS_TRAFOS,,,,,,,,,,,,,,,,,,,,,T4-261_STATUS,,,,,,,,,,,,,,,,,,,,CAMBIO,DE,ESTADO,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIZED-GROU,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
